2017 NAICS Code,2017 NAICS Title,GHG,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Reference USEEIO Code,,,,,
311520,Ice Cream and Frozen Dessert Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.55,0.03,0.58,311520,,,"kg CO2e/2022 USD, purchaser price",611513,0.108
311611,Animal (except Poultry) Slaughtering,All GHGs,"kg CO2e/2022 USD, purchaser price",1.086,0.033,1.12,31161A,,,Architectural Services,541310,0.103
311612,Meat Processed from Carcasses,All GHGs,"kg CO2e/2022 USD, purchaser price",1.086,0.033,1.12,31161A,,,"kg CO2e/2022 USD, purchaser price",541310,0.103
311613,Rendering and Meat Byproduct Processing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.086,0.033,1.12,31161A,,,Armored Car Services,561613,0.074
311615,Poultry Processing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.361,0.031,0.391,311615,,,"kg CO2e/2022 USD, purchaser price",561613,0.074
311710,Seafood Product Preparation and Packaging,All GHGs,"kg CO2e/2022 USD, purchaser price",0.239,0.027,0.266,311700,,,Art Dealers,453920,0.111
311811,Retail Bakeries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.213,0.04,0.253,311810,,,"kg CO2e/2022 USD, purchaser price",453920,0.111
311812,Commercial Bakeries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.213,0.04,0.253,311810,,,Artificial and Synthetic Fibers and Filaments Manufacturing,325220,0.886
311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.213,0.04,0.253,311810,,,"kg CO2e/2022 USD, purchaser price",325220,0.886
311821,Cookie and Cracker Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.31,0.047,0.356,3118A0,,,Asphalt Paving Mixture and Block Manufacturing,324121,1.093
311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",All GHGs,"kg CO2e/2022 USD, purchaser price",0.31,0.047,0.356,3118A0,,,"kg CO2e/2022 USD, purchaser price",324121,1.093
311830,Tortilla Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.31,0.047,0.356,3118A0,,,Asphalt Shingle and Coating Materials Manufacturing,324122,0.576
311911,Roasted Nuts and Peanut Butter Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.329,0.044,0.372,311910,,,"kg CO2e/2022 USD, purchaser price",324122,0.576
311919,Other Snack Food Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.329,0.044,0.372,311910,,,Assisted Living Facilities for the Elderly,623312,0.159
311920,Coffee and Tea Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.313,0.04,0.353,311920,,,"kg CO2e/2022 USD, purchaser price",623312,0.159
311930,Flavoring Syrup and Concentrate Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.195,0.021,0.216,311930,,,Audio and Video Equipment Manufacturing,334310,0.043
311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0.04,0.344,311940,,,"kg CO2e/2022 USD, purchaser price",334310,0.043
311942,Spice and Extract Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.303,0.04,0.344,311940,,,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",334512,0.047
311991,Perishable Prepared Food Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.358,0.042,0.401,311990,,,"kg CO2e/2022 USD, purchaser price",334512,0.047
311999,All Other Miscellaneous Food Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.358,0.042,0.401,311990,,,Automobile and Other Motor Vehicle Merchant Wholesalers,423110,0.115
312111,Soft Drink Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.173,0.042,0.214,312110,,,"kg CO2e/2022 USD, purchaser price",423110,0.115
312112,Bottled Water Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.173,0.042,0.214,312110,,,Automobile Driving Schools,611692,0.108
312113,Ice Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.173,0.042,0.214,312110,,,"kg CO2e/2022 USD, purchaser price",611692,0.108
312120,Breweries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.209,0.066,0.274,312120,,,Automobile Manufacturing,336111,0.19
312130,Wineries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.123,0.059,0.182,312130,,,"kg CO2e/2022 USD, purchaser price",336111,0.19
312140,Distilleries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.242,0.062,0.305,312140,,,"Automotive Body, Paint, and Interior Repair and Maintenance",811121,0.103
312230,Tobacco Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.055,0.046,0.101,312200,,,"kg CO2e/2022 USD, purchaser price",811121,0.103
313110,"Fiber, Yarn, and Thread Mills",All GHGs,"kg CO2e/2022 USD, purchaser price",0.636,0.023,0.659,313100,,,Automotive Exhaust System Repair,811112,0.103
313210,Broadwoven Fabric Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.027,0.507,313200,,,"kg CO2e/2022 USD, purchaser price",811112,0.103
313220,Narrow Fabric Mills and Schiffli Machine Embroidery,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.027,0.507,313200,,,Automotive Glass Replacement Shops,811122,0.103
313230,Nonwoven Fabric Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.027,0.507,313200,,,"kg CO2e/2022 USD, purchaser price",811122,0.103
313240,Knit Fabric Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.48,0.027,0.507,313200,,,Automotive Oil Change and Lubrication Shops,811191,0.103
313310,Textile and Fabric Finishing Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.37,0.026,0.396,313300,,,"kg CO2e/2022 USD, purchaser price",811191,0.103
313320,Fabric Coating Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.37,0.026,0.396,313300,,,Automotive Parts and Accessories Stores,441310,0.073
314110,Carpet and Rug Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.224,0.068,0.292,314110,,,"kg CO2e/2022 USD, purchaser price",441310,0.073
314120,Curtain and Linen Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.206,0.061,0.267,314120,,,Automotive Transmission Repair,811113,0.103
314910,Textile Bag and Canvas Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.197,0.046,0.243,314900,,,"kg CO2e/2022 USD, purchaser price",811113,0.103
314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",All GHGs,"kg CO2e/2022 USD, purchaser price",0.197,0.046,0.243,314900,,,Baked Goods Stores,445291,0.186
314999,All Other Miscellaneous Textile Product Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.197,0.046,0.243,314900,,,"kg CO2e/2022 USD, purchaser price",445291,0.186
315110,Hosiery and Sock Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,Ball and Roller Bearing Manufacturing,332991,0.179
315190,Other Apparel Knitting Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,"kg CO2e/2022 USD, purchaser price",332991,0.179
315210,Cut and Sew Apparel Contractors,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,Barber Shops,812111,0.125
315220,Men's and Boys' Cut and Sew Apparel Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,"kg CO2e/2022 USD, purchaser price",812111,0.125
315240,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,Bare Printed Circuit Board Manufacturing,334412,0.08
315280,Other Cut and Sew Apparel Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,"kg CO2e/2022 USD, purchaser price",334412,0.08
315990,Apparel Accessories and Other Apparel Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.06,0.06,0.12,315000,,,Beauty Salons,812112,0.125
316110,Leather and Hide Tanning and Finishing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000,,,"kg CO2e/2022 USD, purchaser price",812112,0.125
316210,Footwear Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000,,,Bed-and-Breakfast Inns,721191,0.145
316992,Women's Handbag and Purse Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000,,,"kg CO2e/2022 USD, purchaser price",721191,0.145
316998,All Other Leather Good and Allied Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.222,0.06,0.282,316000,,,Beef Cattle Ranching and Farming,112111,2.847
321113,Sawmills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.227,0.037,0.264,321100,,,"kg CO2e/2022 USD, purchaser price",112111,2.847
321114,Wood Preservation,All GHGs,"kg CO2e/2022 USD, purchaser price",0.227,0.037,0.264,321100,,,Beer and Ale Merchant Wholesalers,424810,0.144
321211,Hardwood Veneer and Plywood Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,,,"kg CO2e/2022 USD, purchaser price",424810,0.144
321212,Softwood Veneer and Plywood Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,,,"Beer, Wine, and Liquor Stores",445310,0.186
321213,Engineered Wood Member (except Truss) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,,,"kg CO2e/2022 USD, purchaser price",445310,0.186
321214,Truss Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,,,Beet Sugar Manufacturing,311313,0.442
321219,Reconstituted Wood Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.187,0.021,0.208,321200,,,"kg CO2e/2022 USD, purchaser price",311313,0.442
321911,Wood Window and Door Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.122,0.031,0.154,321910,,,Berry (except Strawberry) Farming,111334,0.429
321912,"Cut Stock, Resawing Lumber, and Planing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.122,0.031,0.154,321910,,,"kg CO2e/2022 USD, purchaser price",111334,0.429
321918,Other Millwork (including Flooring),All GHGs,"kg CO2e/2022 USD, purchaser price",0.122,0.031,0.154,321910,,,Biological Product (except Diagnostic) Manufacturing,325414,0.126
321920,Wood Container and Pallet Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.135,0.029,0.164,3219A0,,,"kg CO2e/2022 USD, purchaser price",325414,0.126
321991,Manufactured Home (Mobile Home) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.135,0.029,0.164,3219A0,,,Bituminous Coal and Lignite Surface Mining,212111,0.747
321992,Prefabricated Wood Building Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.135,0.029,0.164,3219A0,,,"kg CO2e/2022 USD, purchaser price",212111,0.747
321999,All Other Miscellaneous Wood Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.135,0.029,0.164,3219A0,,,Bituminous Coal Underground Mining,212112,0.747
322110,Pulp Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.977,0.025,1.002,322110,,,"kg CO2e/2022 USD, purchaser price",212112,0.747
322121,Paper (except Newsprint) Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.603,0.047,0.649,322120,,,Blank Magnetic and Optical Recording Media Manufacturing,334613,0.043
322122,Newsprint Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.603,0.047,0.649,322120,,,"kg CO2e/2022 USD, purchaser price",334613,0.043
322130,Paperboard Mills,All GHGs,"kg CO2e/2022 USD, purchaser price",0.789,0.04,0.829,322130,,,Blind and Shade Manufacturing,337920,0.11
322211,Corrugated and Solid Fiber Box Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.449,0.03,0.479,322210,,,"kg CO2e/2022 USD, purchaser price",337920,0.11
322212,Folding Paperboard Box Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.449,0.03,0.479,322210,,,Blood and Organ Banks,621991,0.18
322219,Other Paperboard Container Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.449,0.03,0.479,322210,,,"kg CO2e/2022 USD, purchaser price",621991,0.18
322220,Paper Bag and Coated and Treated Paper Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.33,0.034,0.364,322220,,,Boat Building,336612,0.15
322230,Stationery Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.265,0.031,0.296,322230,,,"kg CO2e/2022 USD, purchaser price",336612,0.15
322291,Sanitary Paper Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.275,0.065,0.34,322291,,,Boat Dealers,441222,0.073
322299,All Other Converted Paper Product Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.305,0.038,0.343,322299,,,"kg CO2e/2022 USD, purchaser price",441222,0.073
323111,Commercial Printing (except Screen and Books),All GHGs,"kg CO2e/2022 USD, purchaser price",0.202,0.034,0.236,323110,,,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",332722,0.222
323113,Commercial Screen Printing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.202,0.034,0.236,323110,,,"kg CO2e/2022 USD, purchaser price",332722,0.222
323117,Books Printing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.202,0.034,0.236,323110,,,Book Publishers,511130,0.072
323120,Support Activites for Printing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.214,0.023,0.237,323120,,,"kg CO2e/2022 USD, purchaser price",511130,0.072
324110,Petroleum Refineries,All GHGs,"kg CO2e/2022 USD, purchaser price",0.248,0.022,0.27,324110,,,Book Stores,451211,0.111
324121,Asphalt Paving Mixture and Block Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.093,0.028,1.121,324121,,,"kg CO2e/2022 USD, purchaser price",451211,0.111
324122,Asphalt Shingle and Coating Materials Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.576,0.032,0.608,324122,,,"Book, Periodical, and Newspaper Merchant Wholesalers",424920,0.144
324191,Petroleum Lubricating Oil and Grease Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.359,0.032,0.391,324190,,,"kg CO2e/2022 USD, purchaser price",424920,0.144
324199,All Other Petroleum and Coal Products Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.359,0.032,0.391,324190,,,Books Printing,323117,0.202
325110,Petrochemical Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.794,0.016,0.811,325110,,,"kg CO2e/2022 USD, purchaser price",323117,0.202
325120,Industrial Gas Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.163,0.048,1.211,325120,,,Bottled Water Manufacturing,312112,0.173
325130,Synthetic Dye and Pigment Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.406,0.027,0.432,325130,,,"kg CO2e/2022 USD, purchaser price",312112,0.173
325180,Other Basic Inorganic Chemical Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.974,0.036,1.01,325180,,,Bowling Centers,713950,0.235
325193,Ethyl Alcohol Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.166,0.018,1.184,325190,,,"kg CO2e/2022 USD, purchaser price",713950,0.235
325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",1.166,0.018,1.184,325190,,,Breakfast Cereal Manufacturing,311230,0.423
325199,All Other Basic Organic Chemical Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.166,0.018,1.184,325190,,,"kg CO2e/2022 USD, purchaser price",311230,0.423
325211,Plastics Material and Resin Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.022,0.024,1.045,325211,,,Breweries,312120,0.209
325212,Synthetic Rubber Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.886,0.016,0.902,3252A0,,,"kg CO2e/2022 USD, purchaser price",312120,0.209
325220,Artificial and Synthetic Fibers and Filaments Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.886,0.016,0.902,3252A0,,,"Brick, Stone, and Related Construction Material Merchant Wholesalers",423320,0.108
325311,Nitrogenous Fertilizer Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.114,0.023,1.137,325310,,,"kg CO2e/2022 USD, purchaser price",423320,0.108
325312,Phosphatic Fertilizer Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.114,0.023,1.137,325310,,,Broadwoven Fabric Mills,313210,0.48
325314,Fertilizer (Mixing Only) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",1.114,0.023,1.137,325310,,,"kg CO2e/2022 USD, purchaser price",313210,0.48
325320,Pesticide and Other Agricultural Chemical Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.433,0.031,0.463,325320,,,Broilers and Other Meat Type Chicken Production,112320,0.407
325411,Medicinal and Botanical Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.151,0.037,0.189,325411,,,"kg CO2e/2022 USD, purchaser price",112320,0.407
325412,Pharmaceutical Preparation Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.045,0.053,0.099,325412,,,"Broom, Brush, and Mop Manufacturing",339994,0.121
325413,In-Vitro Diagnostic Substance Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.161,0.022,0.183,325413,,,"kg CO2e/2022 USD, purchaser price",339994,0.121
325414,Biological Product (except Diagnostic) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.126,0.025,0.15,325414,,,Building Inspection Services,541350,0.103
325510,Paint and Coating Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.264,0.027,0.291,325510,,,"kg CO2e/2022 USD, purchaser price",541350,0.103
325520,Adhesive Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.502,0.029,0.531,325520,,,Burial Casket Manufacturing,339995,0.121
325611,Soap and Other Detergent Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.315,0.04,0.355,325610,,,"kg CO2e/2022 USD, purchaser price",339995,0.121
325612,Polish and Other Sanitation Good Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.315,0.04,0.355,325610,,,Bus and Other Motor Vehicle Transit Systems,485113,0.566
325613,Surface Active Agent Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.315,0.04,0.355,325610,,,"kg CO2e/2022 USD, purchaser price",485113,0.566
325620,Toilet Preparation Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.136,0.058,0.194,325620,,,Business and Secretarial Schools,611410,0.108
325910,Printing Ink Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.355,0.031,0.386,325910,,,"kg CO2e/2022 USD, purchaser price",611410,0.108
325920,Explosives Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.472,0.028,0.5,3259A0,,,Business Associations,813910,0.128
325991,Custom Compounding of Purchased Resins,All GHGs,"kg CO2e/2022 USD, purchaser price",0.472,0.028,0.5,3259A0,,,"kg CO2e/2022 USD, purchaser price",813910,0.128
325992,"Photographic Film, Paper, Plate, and Chemical Manufacturing",All GHGs,"kg CO2e/2022 USD, purchaser price",0.472,0.028,0.5,3259A0,,,Business to Business Electronic Markets,425110,0.092
325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.472,0.028,0.5,3259A0,,,"kg CO2e/2022 USD, purchaser price",425110,0.092
326111,Plastics Bag and Pouch Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.521,0.023,0.544,326110,,,Cable and Other Subscription Programming,515210,0.094
326112,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,All GHGs,"kg CO2e/2022 USD, purchaser price",0.521,0.023,0.544,326110,,,"kg CO2e/2022 USD, purchaser price",515210,0.094
